Name,F.year,Address,States,City,County,Type,latitude,longitude,geocode_source,geocode_input,matched_address,match_type
Latina Public Service Academy,2013,,CA,LOS ANGELES,LOS ANGELES,CSO,33.973951,-118.248405,geocodio,"LOS ANGELES, CA","Los Angeles, CA 90001",1
Latino Equality Alliance,2008,"553 S. Clarence Street, Los Angeles, CA 90033",CA,LOS ANGELES,LOS ANGELES,Advocacy,34.03932,-118.22334,geocodio,"553 S. Clarence Street, Los Angeles, CA 90033","553 S Clarence St, Los Angeles, CA 90033",1
Latino Food Center,2010,"3710 E Cesar Chavez Ave Ste 2a Los Angeles, CA 90063-2219",CA,LOS ANGELES,LOS ANGELES,CSO,34.040345,-118.185428,geocodio,"3710 E Cesar Chavez Ave Ste 2a Los Angeles, CA 90063-2219","3710 E Cesar E Chavez Ave, Ste 2A, Los Angeles, CA 90063",0.8
Latino Initiatives for the New Century,2000,,CA,LOS ANGELES,LOS ANGELES,CSO,33.973951,-118.248405,geocodio,"LOS ANGELES, CA","Los Angeles, CA 90001",1
Latino Legislative Caucus Foundation,2007,,CA,LOS ANGELES,LOS ANGELES,CSO,33.973951,-118.248405,geocodio,"LOS ANGELES, CA","Los Angeles, CA 90001",1
Latino Social Justice Foundation,2005,"Los Angeles, CA 90022-0359",CA,LOS ANGELES,LOS ANGELES,Advocacy,34.023728,-118.156275,geocodio,"Los Angeles, CA 90022-0359","Los Angeles, CA 90022",1
Mexican American Legal Defense and Educational Fund,1968,"634 S Spring St # 1100, Los Angeles, CA 90014",CA,LOS ANGELES,LOS ANGELES,Hybrid,34.04504,-118.25156,geocodio,"634 S Spring St # 1100, Los Angeles, CA 90014","634 S Spring St, Ste 1100, Los Angeles, CA 90014",1
National Association of Latino Elected and Appointed Officials Educational Fund,1976,"1122 W Washington Blvd 3rd Floor Los Angeles, CA, 90015-3352",CA,LOS ANGELES,LOS ANGELES,Advocacy,34.03877,-118.28233,geocodio,"1122 W Washington Blvd 3rd Floor Los Angeles, CA, 90015-3352","1122 W Washington Blvd, Fl 3, Los Angeles, CA 90015",1
Nuevo Amanecer Latino Childrens Services,1994,"5400 Pomona Blvd, Los Angeles, CA 90022",CA,LOS ANGELES,LOS ANGELES,CSO,34.03315,-118.149546,geocodio,"5400 Pomona Blvd, Los Angeles, CA 90022","5400 Pomona Blvd, Los Angeles, CA 90022",1
United Latino Fund,1990,"5400 E. Olympic Blvd., Suite 208, Los Angeles, CA 90022",CA,LOS ANGELES,LOS ANGELES,CSO,34.015065,-118.155208,geocodio,"5400 E. Olympic Blvd., Suite 208, Los Angeles, CA 90022","5400 E Olympic Blvd, Ste 208, Commerce, CA 90022",1
Watts Century Latino Organization,1990,"10360 Wilmington Avenue, Los Angeles, CA 90002",CA,LOS ANGELES,LOS ANGELES,CSO,33.94202,-118.23888,geocodio,"10360 Wilmington Avenue, Los Angeles, CA 90002","10360 S Wilmington Ave, Los Angeles, CA 90002",1
Adelante Hispanic Achievers,2005,"2817 Hikes Ln, Louisville, KY 40218",KY,LOUISVILLE,JEFFERSON,CSO,38.207229,-85.64854,geocodio,"2817 Hikes Ln, Louisville, KY 40218","2817 Hikes Ln, Louisville, KY 40218",1
Boulder County Latina League,1999,,CO,LOUISVILLE,BOULDER,CSO,39.950948,-105.159078,geocodio,"LOUISVILLE, CO","Louisville, CO 80027",1
Boulder County Latina Womens League,1998,"721 Front St Apt A Louisville, CO 80027-1877",CO,LOUISVILLE,BOULDER,CSO,39.977284,-105.13114,geocodio,"721 Front St Apt A Louisville, CO 80027-1877","721 Front St, Apt A, Louisville, CO 80027",1
Hispanic Latino Coalition of Louisville,1998,"224 Woodbine St, LOUISVILLE 40208",KY,LOUISVILLE,JEFFERSON,CSO,38.229107,-85.753262,geocodio,"224 Woodbine St, LOUISVILLE 40208","224 Woodbine St, Louisville, KY 40208",1
Grupo Atardecer Senior Citizen Hispanic Grupo Atardecer,2011,"100 7TH AVE LOWELL , MA 01854 ",MA,LOWELL,MIDDLESEX,CSO,42.656238,-71.335456,geocodio,"100 7TH AVE LOWELL , MA 01854","100 7th Ave, Lowell, MA 01854",1
Lynwood Latino Coalition,2004,,CA,LYNWOOD,LOS ANGELES,CSO,33.924538,-118.202954,geocodio,"LYNWOOD, CA","Lynwood, CA 90262",1
Hispanic Resource Center of Larchmont Mamaroneck,1998,"134 Center Ave Mamaroneck, NY 10543-1804",NY,MAMARONECK,WESTCHESTER,CSO,40.953614,-73.739775,geocodio,"134 Center Ave Mamaroneck, NY 10543-1804","134 Center Ave, Mamaroneck, NY 10543",1
National Hispanic Institute,1979,"472 Fm 1966 Maxwell, TX 78656-0000 ",TX,MAXWELL,CALDWELL,CSO,29.883878,-97.799585,geocodio,"472 Fm 1966 Maxwell, TX 78656-0000","472 Farm To Market Rd 1966, Maxwell, TX 78656",1
Hispanic Learning and Resource Center,2008,"1108 W Main St,Medford, Oregon 97501-2933",OR,MEDFORD,JACKSON,CSO,42.323859,-122.883586,geocodio,"1108 W Main St,Medford, Oregon 97501-2933","1108 W Main St, Medford, OR 97501",1
Latino Memphis,1995,"6041 Mt. Moriah Extended, Suite 16, Memphis, TN 38115-0000",TN,MEMPHIS,SHELBY,Hybrid,35.071403,-89.862606,geocodio,"6041 Mt. Moriah Extended, Suite 16, Memphis, TN 38115-0000","6041 Mt Moriah Ext, Ste 16, Memphis, TN 38115",1
Hispanic Forum of Mesquite,2005,,TX,MESQUITE,DALLAS,Hybrid,32.777779,-96.62315,geocodio,"MESQUITE, TX","Mesquite, TX 75149",1
Florida Hispanic Foundation,2006,,FL,MIAMI,MIAMI-DADE,CSO,25.558428,-80.458168,geocodio,"MIAMI, FL","Miami, FL 33234",1
Hispanic Food and Beverage Foundation,2010,,FL,MIAMI,MIAMI-DADE,CSO,25.558428,-80.458168,geocodio,"MIAMI, FL","Miami, FL 33234",1
Hispanic National Bar Foundation,1985,"9195 SW 72nd Street, Miami, FL 33173",FL,MIAMI,MIAMI-DADE,CSO,25.702592,-80.341843,geocodio,"9195 SW 72nd Street, Miami, FL 33173","9195 SW 72nd St, Miami, FL 33173",1
Hispanic Transit Society of Dade County,1967,"Miami, FL 33144-1778",FL,MIAMI,MIAMI-DADE,Advocacy,25.763484,-80.312095,geocodio,"Miami, FL 33144-1778","Miami, FL 33144",1
Latino Children Fund,1997,,FL,MIAMI,MIAMI-DADE,CSO,25.558428,-80.458168,geocodio,"MIAMI, FL","Miami, FL 33234",1
Alianza Latina Aplicando Soluciones,1997,"1615 S 22nd St, Milwaukee, WI 53204",WI,MILWAUKEE,MILWAUKEE,Hybrid,43.013705,-87.941255,geocodio,"1615 S 22nd St, Milwaukee, WI 53204","1615 S 22nd St, Milwaukee, WI 53204",1
Latino Community Center,1999,"807 S 14th St, Milwaukee, Wisconsin 53204",WI,MILWAUKEE,MILWAUKEE,CSO,43.022903,-87.929709,geocodio,"807 S 14th St, Milwaukee, Wisconsin 53204","807 S 14th St, Milwaukee, WI 53204",1
Wisconsin Hispanic Scholarship Foundation,1962,"2997 S 20TH ST, MILWAUKEE, WI 53215",WI,MILWAUKEE,MILWAUKEE,CSO,42.990364,-87.939416,geocodio,"2997 S 20TH ST, MILWAUKEE, WI 53215","2997 S 20th St, Milwaukee, WI 53215",1
Centro Cultural Chicano,1974,"1915 Chicago Avenue, Minneapolis, MN 55404",MN,MINNEAPOLIS,HENNEPIN,CSO,44.963484,-93.262118,geocodio,"1915 Chicago Avenue, Minneapolis, MN 55404","1915 Chicago Ave, Minneapolis, MN 55404",1
Latino Economic Development Center,1991,"1501 E Lake St Lower Level Minneapolis, MN 55407-1789 ",MN,MINNEAPOLIS,HENNEPIN,CSO,44.948364,-93.253784,geocodio,"1501 E Lake St Lower Level Minneapolis, MN 55407-1789","1501 E Lake St, Minneapolis, MN 55407",1
Latino Youth Development Collaborative Lydc,2016,,MN,MINNEAPOLIS,HENNEPIN,CSO,44.984577,-93.269097,geocodio,"MINNEAPOLIS, MN","Minneapolis, MN 55401",1
Latino Community Roundtable,1997,,CA,MODESTO,STANISLAUS,Advocacy,37.669463,-121.016796,geocodio,"MODESTO, CA","Modesto, CA 95350",1
Latino Emergency Council,2006,,CA,MODESTO,STANISLAUS,CSO,37.669463,-121.016796,geocodio,"MODESTO, CA","Modesto, CA 95350",1
Asociacion Latino Americana de Cirujanos de Catarata Y Segmento,2001,,CA,MONTEBELLO,LOS ANGELES,CSO,34.00946,-118.10535,geocodio,"MONTEBELLO, CA","Montebello, CA 90640",1
Latino Diabetes Association,2004,"Montebello, CA 90640-1347",CA,MONTEBELLO,LOS ANGELES,CSO,34.00946,-118.10535,geocodio,"Montebello, CA 90640-1347","Montebello, CA 90640",1
Latino Kids Health,2014,,CA,MONTEBELLO,LOS ANGELES,CSO,34.00946,-118.10535,geocodio,"MONTEBELLO, CA","Montebello, CA 90640",1
Mexican American Opportunity Foundation,1963,"401 N. Garfield Avenue, Montebello, CA 90640",CA,MONTEBELLO,LOS ANGELES,CSO,34.01922,-118.133723,geocodio,"401 N. Garfield Avenue, Montebello, CA 90640","401 N Garfield Ave, Montebello, CA 90640",1
Hispanic Alliance for Education,1996,,MD,MONTGOMERY VILLAGE,MONTGOMERY,CSO,39.187415,-77.207136,geocodio,"MONTGOMERY VILLAGE, MD","Montgomery Village, MD 20886",1
Hispanic Affairs Project,2005,,CO,MONTROSE,MONTROSE,Advocacy,38.484148,-107.770845,geocodio,"MONTROSE, CO","Montrose, CO 81401",1
Mexican American Development Association,1971,"17 North 6th Street, Montrose, CO 81401",CO,MONTROSE,MONTROSE,CSO,38.481603,-107.885976,geocodio,"17 North 6th Street, Montrose, CO 81401","17 N 6th St, Montrose, CO 81401",1
Latino Summit,2014,,IL,MT PROSPECT,COOK,CSO,42.062377,-87.931797,geocodio,"MT PROSPECT, IL","Mount Prospect, IL 60056",1
Centro Latino de Educacion Para Adultos de Dallas Norte,2005,,TX,MURPHY,COLLIN,CSO,30.351902,-104.018475,geocodio,"MURPHY, TX","Marfa, TX 79843",1
Hispanic Support Organization,2014,"27890 Clinton Keith Road D-466 Murrieta, CA 92562-8571",CA,MURRIETA,RIVERSIDE,CSO,33.599445,-117.175987,geocodio,"27890 Clinton Keith Road D-466 Murrieta, CA 92562-8571","27890 Clinton Keith Rd 466, Murrieta, CA 92562",1
Hispanic Community Services Coalition,2010,,MI,MUSKEGON,MUSKEGON,CSO,43.237691,-86.254186,geocodio,"MUSKEGON, MI","Muskegon, MI 49440",1
Napa County Hispanic Network,1983,"Napa, CA 94581",CA,NAPA,NAPA,Advocacy,38.509569,-122.3539,geocodio,"Napa, CA 94581","Napa, CA 94581",1
Hispanic Family Foundation,2014,"3927 Nolensville Pk, Nashville, TN 37211",TN,NASHVILLE,DAVIDSON,CSO,36.085338,-86.73049,geocodio,"3927 Nolensville Pk, Nashville, TN 37211","3927 Nolensville Pike, Nashville, TN 37211",0.93
Tennessee Latino Civil Rights Organization,2015,,TN,NASHVILLE,DAVIDSON,Advocacy,36.165688,-86.778098,geocodio,"NASHVILLE, TN","Nashville, TN 37201",1
Hispanic Directors Association of New Jersey,1991,"90A Jersey Ave, New Brunswick, NJ 08901",NJ,NEW BRUNSWICK,CAMDEN,Advocacy,40.488206,-74.457279,geocodio,"90A Jersey Ave, New Brunswick, NJ 08901","90 Jersey Ave, New Brunswick, NJ 08901",0.99
Latino Leadership Alliance Foundation,2004,"402 LIVINGSTON AVE, NEW BRUNSWICK, NJ 08901",NJ,NEW BRUNSWICK,MIDDLESEX,CSO,40.479477,-74.458131,geocodio,"402 LIVINGSTON AVE, NEW BRUNSWICK, NJ 08901","402 Livingston Ave, New Brunswick, NJ 08901",1
Progreso Latino Fund,2003,"70 Audubon Street, New Haven, CT 06510",CT,NEW HAVEN,NEW HAVEN,CSO,41.311643,-72.921518,geocodio,"70 Audubon Street, New Haven, CT 06510","70 Audubon St, New Haven, CT 06510",1
Unidad Latina Accion,2002,"37 Howe St, New Haven, CT 06511",CT,NEW HAVEN,NEW HAVEN,Advocacy,41.308028,-72.936051,geocodio,"37 Howe St, New Haven, CT 06511","37 Howe St, New Haven, CT 06511",1
Hispanic Alliance of Southeastern Connecticut,2000,,CT,NEW LONDON,NEW LONDON,CSO,41.35565,-72.09952,geocodio,"NEW LONDON, CT","New London, CT 06320",1
Latino Farmers Cooperative Of Louisiana,2010,428 S Jefferson Davis Pkwy New Orleans LA 70119-7126,LA,NEW ORLEANS,ORLEANS PARISH,CSO,29.967441,-90.096964,geocodio,428 S Jefferson Davis Pkwy New Orleans LA 70119-7126,"428 S Jefferson Davis Pkwy, New Orleans, LA 70119",1
SEED Hispanic Latino Center for Educational Development,2012,,LA,NEW ORLEANS,ORLEANS PARISH,CSO,29.958304,-90.077,geocodio,"NEW ORLEANS, LA","New Orleans, LA 70112",1
Foundation for Healthy Hispanic Families,2015,,NY,NEW ROCHELLE,WESTCHESTER,CSO,40.91757,-73.784858,geocodio,"NEW ROCHELLE, NY","New Rochelle, NY 10801",1
Asociacion Tepeyac de New York,1997,"38 W 38th St, New York, NY 10018",NY,NEW YORK,NEW YORK,CSO,40.751618,-73.984514,geocodio,"38 W 38th St, New York, NY 10018","38 W 38th St, New York, NY 10018",1
Coalition for Hispanic Family Services,1990,"315 Wyckoff Ave #4, Brooklyn, NY 11237",NY,NEW YORK,NEW YORK,CSO,40.700101,-73.911839,geocodio,"315 Wyckoff Ave #4, Brooklyn, NY 11237","315 Wyckoff Ave, Ste 4, Brooklyn, NY 11237",1
Committee for Hispanic Children and Families,1982,"75 Broad Street Ste 620 New York, NY 10004",NY,NEW YORK,NEW YORK,Hybrid,40.704641,-74.011427,geocodio,"75 Broad Street Ste 620 New York, NY 10004","75 Broad St, Rm 620, New York, NY 10004",1
Hispanic AIDS Forum,1985,"1767 Park Avenue, 5th Floor, New York, NY 10035",NY,NEW YORK,NEW YORK,CSO,40.803278,-73.940038,geocodio,"1767 Park Avenue, 5th Floor, New York, NY 10035","1767 Park Ave, Fl 5, New York, NY 10035",1
Hispanic Brotherhood Housing Corporation,1984,"59 Clinton Avenue, Rockville Centre, New York 11570",NY,NEW YORK,NEW YORK,CSO,40.660717,-73.645698,geocodio,"59 Clinton Avenue, Rockville Centre, New York 11570","59 Clinton Ave, Rockville Centre, NY 11570",1
Hispanic Community Organization for Life,2009,"62 WEST 107TH STREET NEW YORK, NY 10025",NY,NEW YORK,NEW YORK,CSO,40.799412,-73.961424,geocodio,"62 WEST 107TH STREET NEW YORK, NY 10025","62 W 107th St, New York, NY 10025",1
Hispanic Federation,1990,"55 Exchange Place, 5th Floor, New York, NY, 10005-3301",NY,NEW YORK,NEW YORK,Hybrid,40.706847,-74.012946,geocodio,"55 Exchange Place, 5th Floor, New York, NY, 10005-3301","55 Exchange Plz, Fl 5, New York, NY 10006",1
Hispanic Information and Telecommunications Network,1982,"63 Flushing Avenue, Building #292, Suite #211, Brooklyn, NY 11205-1005",NY,NEW YORK,NEW YORK,CSO,40.698236,-73.975164,geocodio,"63 Flushing Avenue, Building #292, Suite #211, Brooklyn, NY 11205-1005","63 Flushing Ave, Unit 211, Brooklyn, NY 11205",1
Hispanic Policy Development Project,1982,"New York, NY 10010",NY,NEW YORK,NEW YORK,Advocacy,40.739024,-73.983542,geocodio,"New York, NY 10010","New York, NY 10010",1
La Unidad Latina Foundation,1999,,NY,NEW YORK,NEW YORK,CSO,40.750422,-73.996328,geocodio,"NEW YORK, NY","New York, NY 10001",1
Latino Center on Aging (LCA),1991,"1133 Broadway, Ste. 708 New York, NY 10010 ",NY,NEW YORK,NEW YORK,Hybrid,40.743589,-73.989196,geocodio,"1133 Broadway, Ste. 708 New York, NY 10010","1133 Broadway, Ste 708, New York, NY 10010",1
Latino Commission on AIDS,1990,"24 W 25th St, New York, NY 10010",NY,NEW YORK,NEW YORK,Hybrid,40.743414,-73.990276,geocodio,"24 W 25th St, New York, NY 10010","24 W 25th St, New York, NY 10010",1
Latino Justice PRLDEF,1972,"99 Hudson St #14, New York, NY 10013",NY,NEW YORK,NEW YORK,Advocacy,40.718983,-74.008936,geocodio,"99 Hudson St #14, New York, NY 10013","99 Hudson St, Fl 14, New York, NY 10013",1
Latino Leadership Institute,2000,,NY,NEW YORK,NEW YORK,Advocacy,40.750422,-73.996328,geocodio,"NEW YORK, NY","New York, NY 10001",1
Latino Organization for Liver Awareness,1994,"Throggs Neck Sta. Bronx, NY 10465",NY,NEW YORK,NEW YORK,CSO,40.817567,-73.806722,geocodio,"Throggs Neck Sta. Bronx, NY 10465","Throggs Neck Expy, Bronx, NY 10465",1
Leadership Enterprise for a Diverse America,2003,"501 Seventh Avenue 7th Floor New York, NY 10018-5970",NY,NEW YORK,NEW YORK,CSO,40.753025,-73.988928,geocodio,"501 Seventh Avenue 7th Floor New York, NY 10018-5970","501 7th Ave, Fl 7, New York, NY 10018",1
Mexican Coalition for The Empowerment of Youth And Families,2003,"10 East 39th Street, Office 1119, New York, NY 10016",NY,NEW YORK,NEW YORK,CSO,40.751164,-73.981527,geocodio,"10 East 39th Street, Office 1119, New York, NY 10016","10 E 39th St, New York, NY 10016",1
National Institute for Latino Policy,1982,"25 W 18th St, New York, NY 10011",NY,NEW YORK,NEW YORK,Advocacy,40.739237,-73.993265,geocodio,"25 W 18th St, New York, NY 10011","25 W 18th St, New York, NY 10011",1
